longitude,latitude,altitude,distance_from_boundarycentre
73.56493,18.88553,-33.49,1799.5
73.5649,18.88551,-33.48,1797.4
73.56488,18.88549,-33.46,1795.9
73.56486,18.88547,-33.44,1794.6
73.564835,18.885448,-33.4,1793.2
73.564804,18.88543,-33.36,1791.0
73.56478,18.885408,-33.31,1789.6
73.56476,18.885387,-33.27,1788.3
73.564735,18.885366,-33.23,1786.9
73.56471,18.885345,-33.19,1785.6
73.56469,18.885324,-33.15,1784.2
73.56466,18.885302,-33.13,1782.2
73.56464,18.885279,-33.1,1781.0
73.56462,18.885256,-33.08,1780.5
73.5646,18.885233,-33.05,1779.2
73.564575,18.885208,-33.03,1778.1
73.56455,18.885185,-33.0,1776.9
73.56453,18.88516,-32.96,1775.7
73.56451,18.885136,-32.89,1774.6
73.56449,18.88511,-32.79,1774.2
73.56447,18.885086,-32.64,1773.1
73.56445,18.885061,-32.47,1772.7
73.56443,18.885036,-32.26,1771.6
73.56441,18.88501,-32.03,1770.6
73.56439,18.884985,-31.77,1770.3
73.56437,18.88496,-31.51,1769.2
73.564354,18.884935,-31.23,1768.8
73.56433,18.884909,-30.95,1767.8
73.564316,18.884884,-30.69,1767.5
73.56429,18.88486,-30.45,1766.5
73.56428,18.884832,-30.26,1766.2
73.564255,18.884808,-30.08,1765.2
73.56424,18.884783,-29.91,1764.9
73.564224,18.884758,-29.77,1764.6
73.5642,18.884733,-29.64,1763.6
73.564186,18.884706,-29.5,1763.4
73.56416,18.884682,-29.38,1762.4
73.56415,18.884657,-29.26,1762.1
73.564125,18.88463,-29.14,1761.2
73.56411,18.884605,-29.02,1760.9
73.56409,18.884579,-28.9,1760.0
73.564064,18.884554,-28.81,1759.0
73.56405,18.88453,-28.74,1758.8
73.564026,18.884502,-28.71,1757.9
73.56401,18.884478,-28.7,1757.7
73.56399,18.884453,-28.71,1756.8
73.56397,18.884428,-28.75,1756.5
73.56395,18.884403,-28.83,1755.6
73.563934,18.884378,-28.92,1755.4
73.56391,18.884352,-29.06,1754.6
73.563896,18.884327,-29.23,1754.4
73.56387,18.884302,-29.41,1753.5
73.56386,18.884277,-29.56,1753.3
73.563835,18.884253,-29.7,1752.4
73.56382,18.884228,-29.82,1752.2
73.5638,18.884203,-29.93,1751.3
73.56378,18.884178,-29.99,1751.2
73.56376,18.884153,-30.04,1750.3
73.563736,18.884129,-30.06,1749.5
73.56372,18.884104,-30.04,1749.3
73.5637,18.884079,-29.99,1748.5
73.56368,18.884054,-29.91,1748.4
73.56366,18.88403,-29.83,1747.5
73.563644,18.884005,-29.75,1747.4
73.56362,18.88398,-29.67,1746.6
73.56361,18.883955,-29.58,1746.5
73.56358,18.88393,-29.48,1745.7
73.56356,18.883905,-29.35,1744.9
73.563545,18.88388,-29.22,1744.8
73.56352,18.883854,-29.1,1744.1
73.56351,18.88383,-29.03,1744.1
73.56349,18.883802,-29.0,1744.1
73.56347,18.883778,-29.05,1743.3
73.56345,18.883753,-29.15,1743.3
73.56343,18.883728,-29.28,1742.5
73.563416,18.883701,-29.47,1742.6
73.56339,18.883677,-29.7,1741.9
73.56338,18.883652,-29.93,1741.8
73.563354,18.883629,-30.15,1741.0
73.56333,18.883604,-30.35,1740.3
73.56332,18.883581,-30.5,1740.2
73.56329,18.883556,-30.62,1739.5
73.56327,18.883533,-30.68,1738.7
73.563255,18.88351,-30.69,1738.6
73.56323,18.883488,-30.66,1737.8
73.56321,18.883463,-30.58,1737.2
73.56319,18.883442,-30.49,1736.3
73.56316,18.883417,-30.37,1735.6
73.56314,18.883394,-30.28,1734.9
73.563126,18.883371,-30.21,1734.8
73.5631,18.883348,-30.17,1734.1
73.56308,18.883326,-30.14,1733.3
73.56306,18.883303,-30.12,1732.6
73.563034,18.883282,-30.14,1731.8
73.56302,18.883259,-30.18,1731.7
73.562996,18.883236,-30.26,1731.0
73.56297,18.883213,-30.38,1730.3
73.56295,18.883188,-30.56,1729.7
73.56293,18.883165,-30.8,1729.0
73.56291,18.883142,-31.06,1729.0
73.56289,18.883118,-31.33,1728.5
73.56287,18.883093,-31.65,1727.9
73.56285,18.88307,-32.02,1727.9
73.56283,18.883045,-32.41,1727.4
73.56281,18.883018,-32.82,1727.6
73.56279,18.882994,-33.24,1727.1
73.562775,18.882969,-33.63,1727.3
73.56275,18.882942,-33.98,1726.9
73.56274,18.882917,-34.28,1727.0
73.56272,18.88289,-34.52,1727.3
73.5627,18.882864,-34.72,1726.9
73.56268,18.882837,-34.84,1727.2
73.56267,18.88281,-34.9,1727.5
73.56265,18.882782,-34.91,1728.0
73.56264,18.882755,-34.87,1728.3
73.56262,18.882727,-34.79,1728.7
73.56261,18.8827,-34.69,1729.1
73.56259,18.882671,-34.6,1729.5
73.56258,18.882645,-34.5,1729.9
73.56256,18.882616,-34.42,1730.4
73.562546,18.88259,-34.35,1730.7
73.56253,18.88256,-34.3,1731.2
73.562515,18.882534,-34.27,1731.6
73.5625,18.882505,-34.27,1732.1
73.562485,18.882479,-34.3,1732.5
73.56248,18.882452,-34.33,1733.5
73.56246,18.882423,-34.39,1734.1
73.56245,18.882397,-34.48,1734.5
73.56243,18.88237,-34.6,1734.9
73.562416,18.882343,-34.74,1735.3
73.5624,18.882318,-34.94,1735.6
73.562386,18.882292,-35.17,1736.0
73.56237,18.882265,-35.4,1736.5
73.562355,18.88224,-35.64,1736.8
73.56234,18.882214,-35.87,1737.2
73.56232,18.882187,-36.13,1737.1
73.5623,18.882162,-36.37,1737.4
73.56228,18.882135,-36.61,1737.2
73.56226,18.882109,-36.86,1737.7
73.56225,18.882082,-37.1,1738.2
73.56223,18.882055,-37.3,1738.7
73.56221,18.88203,-37.47,1738.4
73.562195,18.882004,-37.62,1738.9
73.56218,18.881977,-37.76,1739.4
73.562164,18.881952,-37.87,1739.8
73.56215,18.881926,-37.97,1740.3
73.56213,18.8819,-38.06,1740.7
73.56211,18.881874,-38.12,1740.6
73.562096,18.88185,-38.17,1741.1
73.56208,18.881823,-38.2,1741.6
73.562065,18.881798,-38.22,1742.0
73.56204,18.881773,-38.23,1741.8
73.56203,18.881746,-38.25,1742.4
73.56201,18.88172,-38.28,1743.0
73.56199,18.881693,-38.34,1742.9
73.56197,18.881666,-38.43,1743.5
73.56196,18.881638,-38.54,1744.2
73.56194,18.88161,-38.68,1744.8
73.56193,18.881582,-38.84,1745.6
73.56191,18.881556,-39.0,1746.2
73.5619,18.881529,-39.17,1746.8
73.561874,18.881502,-39.33,1746.8
73.56186,18.881475,-39.49,1747.5
73.561844,18.881449,-39.63,1748.1
73.56183,18.881422,-39.75,1748.8
73.561806,18.881395,-39.84,1748.8
73.56179,18.88137,-39.91,1749.3
73.561775,18.881344,-39.96,1750.0
73.56175,18.881315,-39.99,1750.2
73.56174,18.881289,-40.01,1750.9
73.56172,18.881262,-40.03,1751.5
73.5617,18.881235,-40.04,1751.6
73.56168,18.881208,-40.06,1752.3
73.56167,18.88118,-40.08,1753.2
73.56165,18.881153,-40.1,1753.9
73.56163,18.881126,-40.11,1754.0
73.561615,18.8811,-40.12,1754.7
73.5616,18.881071,-40.13,1755.6
73.561584,18.881044,-40.13,1756.3
73.56157,18.881016,-40.13,1757.2
73.561554,18.88099,-40.13,1758.0
73.56154,18.880962,-40.13,1758.7
73.56152,18.880934,-40.15,1759.6
73.56151,18.880907,-40.19,1760.4
73.561485,18.880882,-40.28,1760.4
73.56147,18.880856,-40.4,1761.2
73.561455,18.88083,-40.55,1761.9
73.56143,18.880806,-40.74,1761.9
73.56142,18.88078,-40.94,1762.7
73.56139,18.880753,-41.14,1763.0
73.56138,18.880728,-41.35,1763.6
73.561356,18.880701,-41.57,1763.9
73.56134,18.880676,-41.76,1764.5
73.56132,18.88065,-41.93,1764.8
73.5613,18.880625,-42.06,1765.5
73.56128,18.880598,-42.13,1765.7
73.561264,18.880573,-42.19,1766.5
73.56124,18.88055,-42.22,1766.4
73.56122,18.880526,-42.24,1766.6
73.5612,18.8805,-42.22,1767.3
73.56118,18.880478,-42.23,1767.3
73.56116,18.880455,-42.24,1767.3
73.561134,18.880434,-42.25,1767.2
73.56112,18.880413,-42.26,1767.7
73.5611,18.880392,-42.26,1767.5
73.56107,18.880375,-42.29,1767.1
73.56106,18.880358,-42.25,1767.3
73.561035,18.880339,-42.2,1767.1
73.558815,18.884224,-14.43,1306.5
73.55884,18.884224,-14.52,1308.4
73.55886,18.884222,-14.59,1310.4
73.55888,18.88422,-14.66,1312.5
73.55891,18.884218,-14.72,1314.5
73.55893,18.884216,-14.77,1316.5
73.55895,18.884212,-14.83,1318.7
73.558975,18.884209,-14.9,1320.9
73.559,18.884205,-14.95,1323.0
73.55903,18.884203,-15.02,1325.7
73.55905,18.884201,-15.07,1327.8
73.55908,18.884201,-15.11,1330.3
73.559105,18.884203,-15.14,1332.1
73.559135,18.884207,-15.16,1334.4
73.55916,18.88421,-15.18,1336.1
73.55919,18.884214,-15.18,1338.4
73.55921,18.88422,-15.17,1340.0
73.559235,18.884226,-15.15,1341.5
73.559265,18.88423,-15.11,1343.8
73.559296,18.884235,-15.06,1346.0
73.559326,18.88424,-15.02,1348.4
73.55936,18.884245,-15.02,1350.6
73.55939,18.88425,-15.03,1352.8
73.55942,18.884254,-15.06,1355.1
73.55944,18.88426,-15.11,1356.7
73.55947,18.884264,-15.19,1359.1
73.5595,18.884266,-15.29,1361.5
73.55954,18.884268,-15.4,1364.7
73.55957,18.88427,-15.54,1367.2
73.5596,18.884272,-15.72,1369.6
73.55963,18.884274,-15.95,1372.1
73.55967,18.884275,-16.22,1375.3
73.5597,18.88428,-16.53,1377.7
73.55973,18.884281,-16.86,1380.2
73.55976,18.884285,-17.23,1382.5
73.5598,18.884289,-17.65,1385.6
73.55983,18.884293,-18.11,1388.0
73.55986,18.884295,-18.6,1390.5
73.55989,18.884296,-19.12,1393.0
73.55993,18.8843,-19.68,1396.1
73.55996,18.884304,-18.17,1398.5
73.55999,18.884308,-16.63,1400.9
73.56002,18.884314,-17.25,1403.2
73.56005,18.884323,-17.84,1405.2
73.56008,18.884335,-18.39,1407.2
73.560104,18.884348,-18.89,1408.3
73.560135,18.884363,-19.34,1410.0
73.56016,18.884378,-19.77,1411.1
73.56018,18.884396,-20.16,1412.0
73.5602,18.884415,-20.49,1412.9
73.56023,18.884432,-22.82,1413.8
73.56025,18.884449,-25.16,1414.8
73.56027,18.884464,-25.3,1415.9
73.560295,18.884481,-25.47,1416.9
73.56032,18.884497,-25.64,1418.0
73.56035,18.88451,-25.82,1419.9
73.56037,18.884523,-26.0,1421.1
73.560394,18.884535,-26.19,1422.4
73.560425,18.884546,-26.37,1424.4
73.56045,18.884556,-26.55,1425.9
73.56048,18.884565,-26.73,1428.0
73.56051,18.884575,-26.93,1430.2
73.56054,18.884583,-27.13,1432.5
73.56056,18.884588,-27.33,1434.2
73.56059,18.884594,-27.53,1436.5
73.56062,18.884598,-27.71,1439.0
73.56065,18.884602,-27.88,1441.6
73.560684,18.884604,-28.01,1444.2
73.560715,18.884604,-28.11,1446.9
73.560745,18.884602,-28.19,1449.7
73.560776,18.8846,-28.24,1452.6
73.56081,18.884598,-28.25,1455.4
73.560844,18.884594,-28.22,1459.1
73.560875,18.884592,-28.14,1461.9
73.560905,18.884588,-28.03,1464.9
73.56094,18.884586,-27.89,1468.4
73.560974,18.884583,-27.75,1471.4
73.561005,18.884579,-27.64,1474.4
73.561035,18.884575,-27.47,1477.4
73.56106,18.884567,-27.27,1479.9
73.56109,18.884558,-27.03,1483.1
73.56112,18.884546,-26.74,1486.6
73.56114,18.884531,-26.38,1489.5
73.561165,18.884514,-26.02,1492.5
73.56119,18.884495,-25.66,1495.7
73.56121,18.884472,-25.3,1499.1
73.561226,18.884449,-24.94,1501.8
73.56124,18.884422,-24.57,1504.7
73.56125,18.884398,-24.25,1506.8
73.56126,18.884369,-23.97,1509.1
73.56126,18.884342,-23.75,1510.7
73.561264,18.884314,-23.59,1513.0
73.561264,18.884287,-23.52,1514.6
73.56126,18.88426,-23.48,1515.5
73.56125,18.884233,-23.48,1516.3
73.56124,18.884207,-23.56,1517.2
73.561226,18.88418,-23.71,1517.4
73.56121,18.884155,-23.94,1517.5
73.561195,18.884132,-24.24,1517.5
73.56118,18.88411,-24.61,1517.6
73.56116,18.884089,-25.06,1516.8
73.56114,18.884068,-25.55,1516.7
73.56112,18.884047,-26.09,1515.9
73.5611,18.884026,-26.67,1515.2
73.56107,18.884007,-27.26,1514.3
73.56105,18.883986,-27.84,1513.5
73.56103,18.883968,-28.4,1512.6
73.561005,18.88395,-28.9,1511.7
73.560974,18.883932,-29.37,1510.1
73.56095,18.883915,-29.76,1509.2
73.56093,18.883898,-30.09,1508.2
73.560905,18.88388,-30.37,1507.3
73.560875,18.883862,-30.6,1505.8
73.56085,18.883844,-30.78,1504.9
73.56083,18.883827,-30.91,1503.9
73.5608,18.883808,-30.99,1502.5
73.560776,18.88379,-31.02,1501.7
73.56075,18.883772,-31.02,1500.8
73.56072,18.883753,-30.98,1499.3
73.5607,18.883734,-30.96,1498.6
73.56067,18.883715,-30.95,1497.2
73.560646,18.883696,-30.98,1496.4
73.56062,18.883677,-31.05,1495.7
73.5606,18.883657,-31.14,1494.9
73.56058,18.88364,-31.26,1494.1
73.56055,18.883621,-31.41,1492.7
73.560524,18.883602,-31.58,1492.0
73.5605,18.883585,-31.75,1491.1
73.56048,18.883568,-31.93,1490.3
73.56045,18.883553,-32.09,1488.7
73.560425,18.88354,-32.2,1487.6
73.560394,18.883526,-32.24,1485.9
73.56037,18.883512,-32.24,1484.8
73.56034,18.883497,-32.18,1483.3
73.56032,18.883484,-32.08,1482.2
73.56029,18.88347,-31.96,1480.5
73.560265,18.883457,-31.82,1479.5
73.560234,18.883444,-31.68,1477.8
73.56021,18.883429,-31.53,1476.9
73.56018,18.883415,-31.4,1475.2
73.56016,18.883398,-31.3,1474.5
73.56013,18.883383,-31.23,1472.9
73.5601,18.883368,-31.16,1471.4
73.560074,18.883352,-31.1,1470.5
73.56005,18.883337,-31.01,1469.7
73.56002,18.883324,-30.85,1468.1
73.56,18.883308,-30.6,1467.2
73.55997,18.883295,-30.27,1465.6
73.55994,18.883284,-29.8,1463.8
73.55991,18.88327,-29.23,1462.9
73.55988,18.883257,-28.57,1461.3
73.55986,18.883244,-27.86,1460.3
73.55983,18.883232,-27.08,1458.6
73.55981,18.88322,-26.3,1457.5
73.559784,18.883211,-25.54,1456.3
73.55975,18.883204,-24.83,1454.3
73.55973,18.883198,-24.2,1452.9
73.5597,18.883192,-23.64,1450.8
73.55968,18.88319,-23.2,1449.1
73.559654,18.883192,-22.85,1447.1
73.55962,18.883194,-22.56,1444.4
73.5596,18.883198,-22.31,1442.3
73.55958,18.883205,-22.08,1439.9
73.559555,18.883213,-21.88,1437.5
73.55953,18.883224,-21.69,1434.8
73.55952,18.883238,-21.5,1432.7
73.5595,18.883253,-21.31,1430.3
73.559494,18.88327,-21.12,1428.5
73.55948,18.883287,-20.95,1426.1
73.55947,18.883308,-20.79,1424.0
73.55947,18.883331,-20.66,1422.3
73.55947,18.883354,-20.53,1420.7
73.55947,18.883377,-20.45,1419.1
73.55948,18.8834,-20.39,1418.1
73.559494,18.88342,-20.37,1417.9
73.55951,18.883442,-20.4,1417.7
73.559525,18.883463,-20.46,1417.5
73.55955,18.88348,-20.6,1418.2
73.55957,18.883497,-20.77,1418.9
73.55959,18.883512,-21.0,1419.7
73.55962,18.883526,-21.27,1421.3
73.559654,18.883537,-21.61,1423.1
73.559685,18.883549,-22.0,1424.8
73.559715,18.88356,-22.43,1426.6
73.559746,18.88357,-22.92,1428.5
73.55978,18.883577,-23.45,1430.5
73.55981,18.883587,-24.02,1432.4
73.55984,18.883595,-24.61,1434.4
73.559875,18.883604,-25.21,1437.0
73.559906,18.883612,-25.8,1439.0
73.55994,18.883621,-26.38,1440.9
73.55997,18.88363,-26.91,1442.8
73.56,18.88364,-27.4,1444.8
73.56003,18.88365,-27.83,1446.7
73.56006,18.88366,-28.16,1448.7
73.56009,18.883669,-28.43,1450.6
73.56012,18.88368,-28.63,1452.4
73.56015,18.88369,-28.76,1454.4
73.56018,18.883701,-28.83,1456.2
73.56021,18.88371,-28.88,1458.2
73.56024,18.883722,-28.92,1460.0
73.56028,18.883732,-28.95,1462.7
73.56031,18.883743,-28.99,1464.5
73.56034,18.883753,-29.06,1466.5
73.56037,18.883764,-29.16,1468.4
73.5604,18.883774,-29.29,1470.4
73.56043,18.883783,-29.42,1472.4
73.56046,18.883795,-29.58,1474.3
73.56049,18.883804,-29.76,1476.3
73.560524,18.883814,-29.94,1478.3
73.560555,18.883823,-30.1,1480.4
73.560585,18.883833,-30.26,1482.4
73.560616,18.883842,-30.41,1484.4
73.560646,18.883852,-30.53,1486.5
73.56068,18.883862,-30.62,1488.5
73.56071,18.883873,-30.71,1490.5
73.56074,18.883883,-30.8,1492.5
73.560776,18.883894,-30.87,1495.1
73.56081,18.883905,-30.93,1497.1
73.56084,18.883915,-30.97,1499.1
73.56087,18.883924,-31.0,1501.2
73.5609,18.883936,-31.03,1503.2
73.56093,18.883945,-31.05,1505.3
73.56096,18.883953,-31.07,1507.5
73.56099,18.883963,-31.09,1509.6
73.56102,18.883972,-31.13,1511.7
73.56105,18.88398,-31.14,1513.9
73.56107,18.883987,-31.14,1515.4
73.561104,18.883995,-31.15,1517.7
73.56114,18.884003,-31.14,1520.6
73.56117,18.884012,-31.13,1522.7
73.56121,18.88402,-31.08,1525.6
73.56124,18.884027,-28.12,1527.9
73.56128,18.884037,-25.16,1530.7
73.56131,18.884045,-22.26,1532.9
73.56135,18.884052,-19.35,1535.9
73.56138,18.884062,-18.96,1538.0
73.56142,18.88407,-18.55,1541.0
73.56145,18.884077,-18.09,1543.2
73.56148,18.884083,-17.6,1545.6
73.56151,18.88409,-17.06,1547.9
73.56155,18.884096,-16.46,1551.0
73.56158,18.884102,-18.71,1553.4
73.56161,18.884108,-20.91,1555.8
73.561646,18.884111,-22.98,1559.0
73.561676,18.884115,-24.98,1561.5
73.56171,18.884119,-24.43,1564.0
73.56174,18.884123,-23.88,1566.6
73.561775,18.884127,-23.35,1569.8
73.561806,18.884129,-22.83,1572.4
73.56184,18.884132,-22.35,1574.9
73.561874,18.884134,-21.94,1578.3
73.561905,18.884138,-21.56,1580.8
73.561935,18.884138,-21.17,1583.6
73.561966,18.88414,-20.83,1586.2
73.562004,18.88414,-20.52,1589.7
73.56204,18.884138,-20.2,1593.2
73.56207,18.884136,-19.91,1596.1
73.56211,18.884132,-19.63,1599.8
73.56215,18.88413,-19.38,1603.3
73.56218,18.884127,-19.16,1606.3
73.56222,18.884123,-17.32,1610.0
73.56225,18.884119,-17.24,1613.0
73.56229,18.884115,-17.23,1616.7
73.562325,18.884111,-17.26,1620.4
73.562355,18.884108,-17.33,1623.3
73.56239,18.884104,-17.47,1627.0
73.56242,18.884098,-17.65,1630.1
73.562454,18.884092,-17.89,1633.2
73.56249,18.884087,-18.14,1637.0
73.56252,18.884083,-18.4,1640.0
73.56256,18.884077,-20.32,1643.8
73.56259,18.884073,-20.55,1646.8
73.56263,18.88407,-18.82,1650.5
73.56266,18.884068,-17.07,1653.4
73.5627,18.884064,-15.33,1657.1
73.56274,18.884062,-15.61,1660.7
73.56277,18.884058,-15.85,1663.7
73.562805,18.884054,-16.07,1667.4
73.562836,18.884048,-16.3,1670.5
73.562874,18.884043,-16.54,1674.3
73.56291,18.884035,-16.82,1678.2
73.56294,18.884027,-17.12,1681.4
73.56298,18.88402,-19.43,1685.4
73.56301,18.884012,-21.88,1688.6
73.56305,18.884003,-24.32,1692.6
73.56308,18.883993,-24.73,1695.9
73.56312,18.883984,-25.15,1699.9
73.56315,18.883972,-25.58,1703.4
73.56319,18.883959,-25.99,1707.6
73.56322,18.883947,-26.38,1711.0
73.563255,18.883934,-26.72,1715.2
73.563286,18.883923,-24.48,1718.7
73.56332,18.883913,-22.18,1722.0
73.56335,18.883904,-19.75,1725.3
73.563385,18.883896,-17.32,1729.2
73.563416,18.883888,-17.59,1732.5
73.563446,18.88388,-17.88,1735.7
73.563484,18.883875,-18.17,1739.5
73.56352,18.88387,-18.42,1743.3
73.56355,18.883865,-15.88,1746.3
73.56359,18.883862,-13.33,1750.1
73.56363,18.88386,-13.34,1753.7
73.56367,18.883858,-13.34,1757.3
73.563705,18.883856,-13.37,1760.9
73.56374,18.883856,-13.39,1764.5
73.56378,18.883854,-10.72,1768.1
73.56382,18.883854,-8.04,1771.6
73.56385,18.883852,-5.31,1774.5
73.56389,18.88385,-2.68,1778.2
73.56393,18.883848,-5.64,1781.8
73.56396,18.883846,-8.67,1784.7
73.56399,18.883842,-11.73,1787.8
73.564026,18.88384,-14.84,1791.4
73.56406,18.883839,-18.0,1794.3
73.56409,18.883835,-21.2,1797.4
73.564125,18.883833,-24.41,1801.0
73.564156,18.88383,-27.61,1804.0
73.56419,18.883825,-30.82,1807.8
73.564224,18.883821,-33.97,1810.8
73.564255,18.883816,-34.3,1814.0
73.56429,18.883812,-34.58,1817.7
73.56432,18.883806,-34.79,1820.9
73.564354,18.883802,-34.95,1823.9
73.564384,18.883797,-35.08,1827.0
73.56442,18.883793,-35.17,1830.8
73.56445,18.88379,-35.24,1833.8
73.56449,18.883785,-35.33,1837.6
73.56452,18.883781,-35.46,1840.6
73.56456,18.88378,-35.66,1844.3
73.5646,18.883778,-35.8,1847.9
73.56463,18.883776,-32.51,1850.9
73.56467,18.883776,-29.22,1854.5
73.564705,18.883776,-25.94,1858.0
73.564735,18.883776,-22.66,1860.9
73.56477,18.883778,-19.38,1864.3
73.56481,18.883776,-16.1,1868.0
73.56484,18.883776,-12.8,1870.9
73.56488,18.883776,-9.48,1874.4
73.56492,18.883776,-6.06,1878.0
73.56496,18.883776,-2.74,1881.6
73.56499,18.883774,-2.86,1884.6
73.565025,18.883772,-2.88,1888.2
73.56506,18.883772,-2.89,1891.8
73.5651,18.88377,-2.88,1895.5
73.56513,18.883768,-2.89,1898.5
73.56517,18.883766,-2.9,1902.2
73.56521,18.883764,-2.9,1905.8
73.56525,18.883762,-2.86,1909.5
73.56528,18.88376,-2.85,1912.5
73.565315,18.883759,-2.82,1916.2
73.565346,18.883755,-4.68,1919.2
73.565384,18.883753,-6.66,1922.9
73.56542,18.883749,-8.59,1926.7
73.56546,18.883745,-8.48,1930.5
73.56549,18.883741,-8.42,1933.6
73.56553,18.883738,-8.34,1937.4
73.56557,18.883736,-8.3,1941.1
73.565605,18.883734,-8.3,1944.7
73.56564,18.883736,-8.3,1948.3
73.565674,18.883741,-8.29,1950.9
73.56571,18.883747,-6.43,1954.2
73.56574,18.883757,-4.68,1956.6
73.56578,18.883768,-2.96,1959.7
73.56581,18.88378,-3.34,1962.0
73.56585,18.883793,-3.67,1965.0
73.56588,18.883808,-4.0,1967.2
73.56592,18.883823,-3.96,1970.1
73.56595,18.883837,-3.91,1972.3
73.56598,18.883852,-3.87,1974.5
73.56601,18.883867,-3.83,1976.7
73.56605,18.883883,-3.78,1979.6
73.56608,18.883898,-3.61,1981.8
73.56612,18.883915,-3.47,1984.6
73.56615,18.883932,-3.26,1986.7
73.56618,18.883947,-2.99,1988.9
73.566216,18.883965,-2.72,1991.8
73.566246,18.88398,-2.65,1994.0
73.56628,18.883997,-2.57,1996.1
73.56631,18.884012,-2.49,1998.3
73.56634,18.884027,-2.38,2000.6
73.566376,18.884043,-2.26,2003.5
73.56641,18.884056,-2.15,2005.9
73.56644,18.884071,-2.04,2008.1
73.56647,18.884085,-4.07,2010.4
73.5665,18.8841,-6.09,2012.7
73.566536,18.884115,-6.03,2015.7
73.56657,18.884129,-6.11,2018.0
73.5666,18.884144,-6.19,2020.3
73.566635,18.884157,-6.28,2023.3
73.566666,18.88417,-8.3,2025.7
73.566696,18.884184,-8.36,2028.0
73.56673,18.884197,-8.43,2030.4
73.566765,18.884212,-8.47,2033.4
73.566795,18.884226,-6.4,2035.8
73.566826,18.884237,-4.38,2038.2
73.566864,18.88425,-7.73,2041.3
73.566895,18.884262,-11.07,2043.8
73.566925,18.884274,-14.42,2046.3
73.566956,18.884287,-17.73,2048.7
73.566986,18.8843,-19.09,2051.0
73.56702,18.884314,-22.38,2053.4
73.56705,18.884327,-25.63,2055.8
73.56708,18.88434,-28.85,2058.2
73.56711,18.884352,-32.04,2060.7
73.56715,18.884365,-35.2,2063.8
73.56718,18.884375,-35.08,2066.4
73.56721,18.884386,-34.96,2068.9
73.56724,18.884396,-34.83,2071.5
73.56727,18.884405,-34.72,2074.0
73.5673,18.884415,-34.62,2076.6
73.56734,18.884424,-34.53,2079.9
73.56737,18.884432,-34.44,2082.6
73.5674,18.884441,-34.34,2085.2
73.56743,18.884449,-34.23,2087.8
73.56747,18.884457,-34.12,2091.3
73.5675,18.884464,-34.0,2093.9
73.567535,18.88447,-33.88,2097.4
73.567566,18.884478,-33.77,2100.1
73.5676,18.884485,-33.78,2102.8
73.567635,18.884497,-34.0,2106.0
73.567665,18.884512,-34.39,2108.4
73.56769,18.88453,-31.22,2109.9
73.56772,18.88455,-28.06,2112.1
73.56774,18.884575,-24.91,2113.3
73.56776,18.8846,-24.6,2113.8
73.56777,18.884624,-24.3,2114.4
73.567795,18.884647,-24.0,2115.7
73.56782,18.884668,-23.69,2117.1
73.56784,18.884686,-23.24,2118.7
73.56786,18.8847,-22.59,2120.3
73.567894,18.884716,-21.76,2122.8
73.567924,18.884727,-24.47,2125.3
73.56795,18.884739,-27.18,2127.1
73.56798,18.884747,-29.85,2129.8
73.56801,18.884752,-29.65,2132.6
73.56804,18.884754,-29.43,2135.6
73.56807,18.884754,-29.18,2138.6
73.5681,18.884748,-28.89,2141.8
73.56813,18.88474,-28.57,2145.1
73.56816,18.88473,-28.23,2148.6
73.568184,18.884718,-27.87,2151.3
73.568214,18.884703,-27.51,2154.9
73.56824,18.884686,-27.13,2157.8
73.56826,18.884663,-26.77,2160.9
73.568275,18.88464,-26.41,2163.3
73.56829,18.884613,-26.05,2165.9
73.568306,18.884584,-25.72,2168.5
73.56832,18.884556,-25.42,2171.1
73.56833,18.884527,-25.15,2173.0
73.56834,18.884499,-24.94,2174.8
73.56834,18.884468,-24.77,2176.1
73.568344,18.884438,-24.65,2178.0
73.568344,18.884407,-24.61,2179.2
73.56835,18.884375,-24.61,2181.3
73.56835,18.884344,-24.66,2182.5
73.56835,18.884314,-24.78,2183.7
73.56835,18.884281,-24.94,2185.0
73.56835,18.88425,-25.14,2186.3
73.56835,18.884218,-25.36,2187.6
73.56835,18.88419,-25.58,2188.8
73.56835,18.88416,-25.8,2190.0
73.56835,18.88413,-26.01,2191.2
73.56836,18.8841,-26.22,2193.2
73.56836,18.88407,-26.43,2194.4
73.56836,18.884037,-26.68,2195.8
73.56836,18.884005,-26.94,2197.1
73.56836,18.883974,-27.2,2198.4
73.56836,18.883942,-27.47,2199.8
73.56835,18.883911,-27.75,2200.3
73.56835,18.883879,-28.06,2201.7
73.568344,18.883848,-28.37,2202.3
73.568344,18.88382,-28.7,2203.5
73.56834,18.88379,-29.06,2204.0
73.56833,18.88376,-29.42,2204.5
73.56832,18.88373,-29.71,2205.1
73.56831,18.8837,-29.96,2205.7
73.568306,18.883669,-30.17,2206.3
73.5683,18.883636,-30.34,2206.9
73.56829,18.883606,-30.45,2207.5
73.56828,18.883574,-27.71,2208.2
73.56828,18.883543,-24.97,2209.6
73.56828,18.88351,-22.21,2211.0
73.56828,18.88348,-22.32,2212.4
73.56829,18.88345,-22.4,2214.5
73.56829,18.883419,-22.49,2215.8
73.56829,18.883389,-22.6,2217.2
73.5683,18.883356,-22.71,2219.4
73.5683,18.883326,-22.86,2220.7
73.568306,18.883295,-23.03,2222.9
