longitude,latitude,altitude,distance_from_boundarycentre
73.55638,18.885612,-9.63,1010.2
73.55638,18.885632,-9.56,1008.8
73.55638,18.88565,-9.5,1007.4
73.55639,18.885672,-9.43,1006.6
73.55639,18.885693,-9.36,1005.1
73.54452,18.89872,-19.1,938.2
73.54451,18.898726,-19.03,939.1
73.544495,18.898731,-18.96,940.5
73.54448,18.898735,-18.89,941.7
73.544464,18.89874,-18.81,943.0
73.54444,18.898746,-18.72,944.8
73.544426,18.898754,-18.62,946.3
73.5444,18.89876,-18.51,948.1
73.54439,18.898767,-18.4,949.7
73.544365,18.898775,-18.28,951.6
73.54434,18.898783,-18.16,953.6
73.54432,18.898792,-18.02,955.7
73.5443,18.8988,-17.89,957.7
73.54427,18.89881,-17.74,959.9
73.54425,18.898819,-17.59,962.0
73.54423,18.898829,-17.44,964.2
73.544205,18.898838,-17.28,966.4
73.54418,18.898848,-17.13,968.5
73.54417,18.898857,-16.97,970.3
73.54414,18.898869,-16.81,972.6
73.54412,18.898878,-16.63,974.8
73.5441,18.89889,-16.44,977.1
73.544075,18.898901,-16.23,979.5
73.54405,18.898912,-16.0,981.8
73.54403,18.898924,-15.75,984.2
73.54401,18.898937,-15.48,986.7
73.54398,18.898947,-15.2,988.9
73.54396,18.898958,-14.9,991.3
73.54394,18.898968,-14.58,993.5
73.543915,18.89898,-14.25,995.8
73.5439,18.898993,-13.92,997.9
73.54388,18.899006,-13.6,1000.5
73.54385,18.89902,-13.29,1003.0
73.54384,18.899035,-13.0,1005.3
73.543816,18.89905,-12.72,1008.1
73.5438,18.899065,-12.46,1010.4
73.54378,18.89908,-12.2,1013.1
73.54376,18.899097,-11.96,1015.6
73.54375,18.899113,-11.71,1017.9
73.543724,18.899128,-11.47,1020.6
73.54371,18.899143,-11.22,1022.9
73.54369,18.899158,-10.97,1025.2
73.54367,18.899174,-10.72,1027.9
73.543655,18.899189,-10.46,1030.2
73.54363,18.8992,-10.2,1032.6
73.54361,18.899212,-9.93,1035.0
73.54359,18.89922,-9.66,1037.0
73.543564,18.899223,-9.4,1038.7
73.54354,18.899223,-9.15,1040.0
73.54352,18.899221,-8.91,1041.2
73.543495,18.899214,-8.69,1041.8
73.54347,18.899202,-8.51,1042.1
73.54346,18.899189,-8.39,1041.8
73.54344,18.899172,-8.35,1041.1
73.54343,18.89915,-8.42,1040.1
73.54341,18.89913,-8.63,1039.1
73.5434,18.899105,-8.99,1037.2
73.5434,18.899082,-9.45,1035.1
73.5434,18.899057,-10.03,1032.9
73.54341,18.899035,-10.69,1030.3
73.54341,18.89901,-11.43,1028.1
73.54342,18.898987,-12.2,1025.5
73.54342,18.89896,-12.98,1023.1
73.54343,18.898935,-13.75,1020.4
73.54343,18.898909,-14.5,1018.0
73.543434,18.898882,-15.18,1015.1
73.543434,18.898857,-15.82,1012.8
73.54344,18.89883,-16.45,1009.9
73.54345,18.898806,-17.04,1007.2
73.54346,18.89878,-17.64,1004.5
73.54346,18.898756,-18.23,1002.3
73.543465,18.898731,-18.83,999.6
73.543465,18.898705,-19.41,997.1
73.54347,18.89868,-19.99,994.4
73.54347,18.898655,-20.55,992.2
73.54347,18.898628,-21.08,989.8
73.54347,18.898603,-21.56,987.6
73.54347,18.898577,-22.01,985.2
73.54347,18.898552,-22.45,983.0
73.54347,18.898525,-22.85,980.6
73.54347,18.898499,-23.25,978.2
73.54347,18.898472,-23.64,975.8
73.54348,18.898445,-24.07,972.9
73.54348,18.89842,-24.5,970.7
73.54348,18.898394,-24.97,968.3
73.54349,18.898369,-25.52,965.7
73.54349,18.898342,-26.09,963.3
73.543495,18.898315,-26.74,960.4
73.543495,18.898289,-27.44,958.1
73.5435,18.898262,-28.2,955.2
73.5435,18.898235,-28.96,952.9
73.5435,18.898209,-29.59,950.5
73.54351,18.898184,-30.18,947.8
73.54351,18.898157,-30.68,945.5
73.54352,18.898132,-31.06,942.8
73.54352,18.898106,-31.3,940.5
73.54352,18.898079,-31.49,938.1
73.54352,18.898054,-31.6,935.9
73.54352,18.898027,-31.63,933.6
73.54352,18.898003,-31.64,931.4
73.54351,18.897976,-31.63,929.6
73.54351,18.89795,-31.77,927.3
73.54351,18.897923,-31.96,925.0
73.54351,18.897896,-32.28,922.7
73.54351,18.89787,-32.7,920.3
73.54352,18.897844,-33.24,917.7
73.54352,18.89782,-33.8,915.6
73.543526,18.897793,-34.37,912.7
73.543526,18.897768,-34.91,910.6
73.54353,18.897741,-35.39,907.8
73.54353,18.897717,-35.83,905.7
73.54354,18.89769,-36.19,902.9
73.54354,18.897665,-36.49,900.7
73.54354,18.897638,-36.73,898.5
73.54355,18.897614,-36.89,895.8
73.54355,18.897589,-36.99,893.7
73.54356,18.897562,-37.06,890.9
73.54356,18.897537,-37.1,888.8
73.543564,18.897512,-37.14,886.2
73.54357,18.897486,-37.17,883.4
73.54357,18.897463,-37.2,881.5
73.54358,18.897438,-37.23,878.9
73.54358,18.897413,-37.25,876.8
73.54359,18.897388,-37.27,874.1
73.54359,18.897364,-37.27,872.1
73.54359,18.897337,-37.26,869.8
73.54359,18.89731,-37.25,867.6
73.543594,18.897285,-37.21,865.0
73.543594,18.89726,-37.16,862.9
73.5436,18.897236,-37.11,860.3
73.5436,18.897211,-37.04,858.2
73.54361,18.897188,-36.95,855.8
73.54361,18.897163,-36.86,853.7
73.54362,18.897139,-36.75,851.1
73.54362,18.897114,-36.63,849.1
73.54362,18.897089,-36.51,847.0
73.54362,18.897064,-36.4,845.0
73.543625,18.897041,-36.3,842.6
73.543625,18.897017,-36.22,840.5
73.543625,18.896992,-36.15,838.5
73.54362,18.896967,-36.11,837.0
73.54362,18.896942,-36.1,835.0
73.54361,18.896917,-36.11,833.5
73.54361,18.896893,-36.17,831.5
73.54361,18.896868,-36.25,829.5
73.54361,18.896841,-36.34,827.3
73.54361,18.896814,-36.47,825.1
73.5436,18.896788,-36.59,823.5
73.54361,18.896763,-36.71,821.0
73.54361,18.896736,-36.83,818.9
73.54361,18.896711,-36.96,816.9
73.54362,18.896685,-37.07,814.2
73.54362,18.89666,-37.18,812.2
73.543625,18.896633,-37.29,809.5
73.543625,18.896608,-37.41,807.5
73.54363,18.896584,-37.54,805.0
73.54363,18.896559,-37.7,803.1
73.54364,18.896534,-37.89,800.5
73.54364,18.89651,-38.12,798.6
73.54365,18.896484,-38.4,796.1
73.54365,18.89646,-38.68,794.1
73.54365,18.896435,-38.99,792.2
73.54365,18.896412,-39.3,790.4
73.54365,18.896387,-39.59,788.5
73.54365,18.896362,-39.86,786.5
73.54365,18.89634,-40.1,784.8
73.54364,18.896315,-40.31,783.4
73.54363,18.89629,-40.48,782.1
73.54363,18.896267,-40.6,780.3
73.543625,18.896244,-40.68,779.2
73.54362,18.896221,-40.73,778.0
73.54361,18.896198,-40.76,776.9
73.5436,18.896175,-40.77,775.7
73.543594,18.896152,-40.78,774.6
73.54359,18.89613,-40.79,773.4
73.54358,18.896107,-40.8,772.3
73.54357,18.896082,-40.84,771.1
73.543564,18.896059,-40.89,769.9
73.54356,18.896036,-40.96,768.8
73.54355,18.896013,-41.07,767.8
73.54354,18.89599,-41.22,766.7
73.54353,18.895967,-41.39,765.6
73.543526,18.895945,-41.58,764.5
73.54352,18.895922,-41.83,763.5
73.54351,18.895899,-42.09,762.4
73.5435,18.895876,-42.38,761.4
73.543495,18.895851,-41.78,760.2
73.54349,18.895828,-41.27,759.2
73.54348,18.895805,-41.52,758.1
73.54347,18.895782,-41.14,757.1
73.543465,18.895758,-40.52,756.0
73.54346,18.895733,-40.64,754.8
73.54346,18.89571,-40.66,753.2
73.54345,18.895685,-40.6,752.1
73.54345,18.895662,-40.45,750.5
73.54344,18.895638,-40.21,749.4
73.54344,18.895613,-40.81,747.7
73.54344,18.895588,-41.27,746.0
73.54344,18.895563,-40.94,744.3
73.543434,18.89554,-41.19,743.3
73.543434,18.895515,-41.65,741.7
73.543434,18.89549,-41.33,740.0
73.543434,18.895468,-41.07,738.4
73.54343,18.895443,-40.86,737.4
73.54343,18.895418,-40.71,735.7
73.54342,18.895393,-40.61,734.7
73.54342,18.89537,-40.54,733.2
73.54341,18.895346,-40.5,732.2
73.5434,18.895323,-40.48,731.3
73.5434,18.895298,-40.47,729.7
73.543396,18.895275,-40.46,728.8
73.54339,18.89525,-40.46,727.9
73.54338,18.895226,-40.47,726.9
73.54338,18.8952,-40.47,725.3
73.54338,18.895176,-40.47,723.7
73.54339,18.895151,-40.41,721.5
73.543396,18.895128,-40.3,719.4
73.5434,18.895107,-40.1,717.4
73.54343,18.895088,-39.83,714.2
73.54344,18.895073,-39.49,711.9
73.543465,18.895061,-39.09,709.2
73.54349,18.895052,-38.66,706.6
73.54351,18.895042,-38.19,704.0
73.54354,18.895033,-37.7,700.8
73.543564,18.895025,-37.2,698.3
73.543594,18.895018,-36.7,695.2
73.54362,18.895012,-36.2,692.9
73.54365,18.895006,-35.74,689.9
73.54368,18.894999,-35.27,686.8
73.5437,18.894993,-34.81,684.4
73.543724,18.894985,-34.34,682.0
73.543755,18.894976,-33.85,678.8
73.543785,18.894968,-33.33,675.7
73.543816,18.894962,-32.8,672.7
73.54384,18.894955,-32.26,670.2
73.54387,18.894949,-31.72,667.3
73.5439,18.894941,-31.2,664.2
73.54393,18.894936,-30.71,661.2
73.54395,18.894928,-30.26,658.7
73.54398,18.894922,-29.85,655.8
73.544014,18.894917,-29.5,652.8
73.544044,18.89491,-29.17,649.9
73.544075,18.894905,-28.87,646.9
73.5441,18.8949,-28.6,644.6
73.54413,18.894894,-28.34,641.6
73.54416,18.894888,-28.12,638.7
73.54419,18.894884,-27.94,635.9
73.54422,18.894878,-27.78,632.9
73.54425,18.894875,-27.64,630.1
73.54428,18.89487,-27.53,627.3
73.54431,18.894867,-27.43,624.5
73.54434,18.894865,-27.36,621.9
73.544365,18.894861,-27.29,619.7
73.544395,18.894857,-27.24,616.9
73.54442,18.89485,-27.22,614.5
73.54445,18.894844,-27.22,611.6
73.54447,18.894836,-27.2,609.2
73.5445,18.894829,-27.2,606.1
73.54453,18.89482,-27.21,603.0
73.544556,18.89481,-27.21,600.4
73.544586,18.894802,-27.22,597.4
73.54461,18.894793,-27.23,594.8
73.54464,18.894781,-27.25,591.5
73.54466,18.89477,-27.25,588.9
73.544685,18.894758,-27.24,586.2
73.544716,18.894749,-27.22,583.0
73.54474,18.894737,-27.2,580.4
73.54477,18.894724,-27.16,577.0
73.54479,18.894712,-27.12,574.3
73.54482,18.8947,-27.09,570.9
73.544846,18.894686,-27.06,568.1
73.544876,18.894672,-27.02,564.6
73.54491,18.89466,-27.0,561.4
73.54493,18.894648,-26.97,558.6
73.54496,18.894634,-26.95,555.1
73.54499,18.89462,-26.92,551.7
73.54502,18.894608,-26.89,548.3
73.545044,18.894596,-26.85,545.7
73.545074,18.894585,-26.79,542.4
73.545105,18.894575,-26.73,539.3
73.545135,18.894564,-26.66,536.0
73.54516,18.894552,-26.59,533.3
73.54519,18.89454,-26.54,530.1
73.54521,18.894526,-26.5,527.1
73.54524,18.89451,-26.49,523.6
73.545265,18.894497,-26.49,520.8
73.545296,18.894482,-26.51,517.3
73.54533,18.894466,-26.54,513.7
73.54535,18.894453,-26.58,510.9
73.54538,18.89444,-26.63,507.5
73.54541,18.894426,-26.69,504.2
73.54543,18.894413,-26.74,501.4
73.54546,18.8944,-26.78,498.0
73.54549,18.894386,-26.81,495.2
73.54552,18.894371,-26.81,491.7
73.54555,18.894358,-26.79,488.3
73.54557,18.894344,-26.74,485.5
73.5456,18.89433,-26.68,482.0
73.54562,18.894316,-26.59,479.2
73.545654,18.894302,-26.49,475.8
73.545685,18.894287,-26.35,472.3
73.54571,18.89427,-26.2,469.2
73.54574,18.894255,-26.02,465.7
73.54577,18.89424,-25.82,462.2
73.54579,18.894224,-25.6,459.3
73.54582,18.894209,-25.35,455.8
73.54585,18.894196,-25.06,452.4
73.545876,18.894182,-24.74,449.6
73.545906,18.894169,-24.39,446.3
73.54594,18.894156,-24.01,442.9
73.54597,18.89414,-23.58,439.4
73.54599,18.894127,-23.12,436.6
73.54602,18.894114,-22.63,433.3
73.54605,18.894098,-22.09,429.8
73.54608,18.894085,-21.53,426.4
73.54611,18.89407,-20.95,423.0
73.54614,18.894056,-20.38,419.6
73.54617,18.894043,-19.79,416.3
73.546196,18.89403,-19.19,413.5
73.54623,18.894016,-18.58,410.2
73.54626,18.894003,-18.0,406.9
73.54629,18.893991,-17.44,403.7
73.54632,18.89398,-16.92,400.5
73.54635,18.893969,-16.48,397.4
73.54637,18.893955,-16.11,394.6
73.5464,18.89394,-15.84,391.1
73.546425,18.893923,-15.64,388.1
73.546455,18.893908,-15.56,384.6
73.546486,18.893892,-15.6,381.2
73.54651,18.893877,-15.78,378.3
73.54654,18.893862,-16.11,374.8
73.54657,18.893848,-16.59,371.5
73.5466,18.893837,-17.25,368.4
73.54663,18.893826,-18.0,365.3
73.54666,18.893814,-18.89,362.2
73.54669,18.893805,-19.86,359.2
73.54672,18.893795,-20.88,356.3
73.546745,18.893785,-21.89,353.9
73.546776,18.893776,-22.93,350.9
73.54681,18.893764,-23.97,347.8
73.54684,18.893753,-24.98,344.7
73.54687,18.893742,-25.93,341.7
73.5469,18.893732,-26.81,338.8
73.54693,18.893723,-27.66,335.9
73.54696,18.893711,-28.42,332.8
73.54699,18.8937,-29.13,329.8
73.54702,18.893686,-29.8,326.6
73.54705,18.893675,-30.47,323.5
73.54708,18.893663,-31.13,320.5
73.547104,18.893652,-31.88,318.0
73.547134,18.893639,-32.65,314.8
73.547165,18.893625,-33.5,311.7
73.547195,18.893612,-34.41,308.5
73.547226,18.893599,-35.33,305.4
73.54726,18.893585,-36.25,302.2
73.54729,18.893572,-37.17,299.1
73.54732,18.89356,-38.06,296.2
73.54734,18.89355,-38.94,293.9
73.54737,18.89354,-39.74,290.9
73.5474,18.893528,-40.39,288.0
73.54743,18.893515,-40.92,284.9
73.547455,18.893501,-41.32,282.3
73.547485,18.893484,-41.57,278.9
73.547516,18.893469,-41.72,275.7
73.54754,18.893456,-41.82,273.1
73.54757,18.89344,-41.87,269.9
73.5476,18.893427,-41.89,266.9
73.54763,18.893415,-41.89,264.1
73.54765,18.893402,-41.88,261.5
73.54768,18.893389,-41.86,258.5
73.547714,18.893375,-41.85,255.5
73.54774,18.893362,-41.83,253.0
73.54777,18.893347,-41.8,249.9
73.5478,18.893333,-41.77,246.9
73.54783,18.893318,-41.73,243.8
73.54785,18.893303,-41.7,241.2
73.54788,18.89329,-41.67,238.3
73.547905,18.893274,-41.64,235.6
73.547935,18.89326,-41.63,232.6
73.54796,18.893244,-41.63,229.9
73.54799,18.89323,-41.65,227.1
73.54802,18.893215,-41.67,224.1
73.54804,18.8932,-41.71,221.5
73.54807,18.893187,-41.78,218.7
73.5481,18.893171,-41.19,215.7
73.548134,18.893158,-40.59,213.0
73.54816,18.893145,-40.05,210.6
73.54819,18.893131,-38.85,207.9
73.54821,18.893118,-37.64,205.6
73.54824,18.893105,-36.44,203.0
73.54826,18.893087,-35.24,200.3
73.54829,18.89307,-34.03,197.6
73.54832,18.893055,-32.82,194.8
73.54834,18.893038,-31.62,192.1
73.54836,18.893023,-31.11,189.7
73.54839,18.893007,-30.6,187.0
73.548416,18.892992,-30.04,184.5
73.54845,18.892977,-30.14,181.9
73.54848,18.892963,-30.26,179.5
73.5485,18.89295,-30.34,177.3
73.54853,18.892937,-30.35,174.9
73.54856,18.892923,-30.36,172.6
73.54859,18.89291,-31.0,170.3
73.548615,18.892895,-31.61,168.1
73.548645,18.892881,-28.79,165.9
73.548676,18.892866,-25.97,163.5
73.5487,18.892855,-25.63,161.8
73.54873,18.892841,-25.35,159.7
73.54876,18.89283,-22.49,157.9
73.54879,18.89282,-19.66,156.4
73.54881,18.892809,-17.11,154.8
73.54884,18.892797,-14.56,153.1
73.548874,18.892788,-11.35,151.7
73.5489,18.892776,-8.15,150.3
73.54893,18.892763,-8.34,148.6
73.54896,18.89275,-8.53,147.0
73.54899,18.892736,-6.22,145.4
73.54902,18.892725,-3.86,144.1
73.54904,18.892712,-4.04,142.7
73.54907,18.8927,-6.79,141.5
73.5491,18.892685,-9.3,140.0
73.54913,18.892672,-11.78,138.8
73.54916,18.892656,-14.23,137.4
73.54919,18.892641,-16.67,136.1
73.54922,18.892626,-19.06,134.9
73.54924,18.89261,-19.11,133.7
73.54926,18.89259,-19.24,131.9
73.54928,18.892567,-19.39,129.7
73.54931,18.892544,-21.8,128.0
73.54933,18.89252,-21.66,126.2
73.549355,18.892508,-21.58,125.4
73.54938,18.892492,-21.54,124.5
73.54941,18.89249,-21.56,125.4
73.54943,18.89248,-21.61,125.2
73.54946,18.892473,-21.67,125.6
73.54949,18.892462,-24.06,125.7
73.54952,18.892448,-26.36,125.7
73.54955,18.892437,-28.63,126.0
73.549576,18.892424,-28.58,125.8
73.54961,18.892412,-28.53,126.3
73.54964,18.892405,-28.42,127.2
73.54967,18.892397,-28.26,128.2
73.5497,18.89239,-28.11,129.2
73.54973,18.89238,-28.02,130.2
73.54976,18.892368,-27.96,131.1
73.54979,18.892353,-28.43,131.7
73.54981,18.892334,-29.04,131.6
73.54984,18.892311,-28.72,131.8
73.54987,18.892294,-28.46,132.6
73.5499,18.892277,-28.14,132.9
73.54993,18.89226,-27.82,133.9
73.54995,18.892242,-27.52,134.3
73.54997,18.892225,-27.18,134.9
73.55,18.892202,-26.73,135.7
73.550026,18.892185,-26.25,136.3
73.55006,18.892164,-25.27,137.5
73.55008,18.892145,-24.15,138.2
73.5501,18.892124,-23.97,138.9
73.550125,18.892101,-23.8,139.5
73.55015,18.892076,-23.65,140.1
73.55017,18.892054,-23.5,140.9
73.55019,18.892033,-23.37,141.9
73.55022,18.892012,-23.24,142.9
73.55024,18.89199,-23.15,144.0
73.55026,18.891972,-23.05,145.3
73.550285,18.891953,-22.94,146.7
73.55031,18.89193,-22.84,147.9
73.55033,18.891909,-22.72,149.3
73.550354,18.89189,-22.58,150.8
73.55038,18.89187,-22.42,152.4
73.55041,18.891851,-22.25,154.8
73.55043,18.891834,-20.18,156.5
73.55045,18.891817,-18.14,158.3
73.550476,18.8918,-16.11,160.1
73.55051,18.89178,-14.13,162.7
73.55053,18.891762,-12.18,164.5
73.55056,18.891743,-10.26,167.2
73.55058,18.891726,-11.71,169.2
73.550606,18.891706,-13.19,171.1
73.55064,18.891687,-14.71,173.9
73.55066,18.891668,-16.28,176.0
73.55068,18.89165,-19.77,178.1
73.550705,18.891628,-23.26,180.1
73.550735,18.89161,-26.76,183.1
73.55076,18.89159,-30.24,185.3
73.55078,18.891571,-33.68,187.5
73.55081,18.891552,-37.1,190.5
73.550835,18.891533,-37.17,192.8
73.55086,18.891516,-37.21,195.1
73.55089,18.891497,-37.24,198.2
73.55091,18.89148,-37.24,200.5
73.550934,18.89146,-37.23,202.9
73.55096,18.891441,-37.21,205.3
73.55098,18.891422,-37.19,207.7
73.551,18.8914,-37.18,210.1
73.551025,18.891378,-37.19,212.6
73.55105,18.891356,-37.19,215.0
73.55107,18.891333,-37.18,217.6
73.55109,18.891308,-37.18,219.3
73.55111,18.891283,-37.18,221.9
73.551125,18.89126,-37.18,223.7
73.55115,18.891235,-37.18,226.3
73.55117,18.89121,-37.19,229.0
73.551186,18.891188,-37.19,230.9
73.55121,18.891165,-37.19,233.6
73.55123,18.891142,-37.2,236.3
73.551254,18.891119,-37.21,239.1
73.55128,18.891096,-37.22,241.8
73.5513,18.891073,-37.23,244.6
73.55132,18.89105,-37.23,247.4
73.551346,18.891027,-37.22,250.2
73.55137,18.891006,-37.19,253.0
73.55139,18.890985,-37.15,255.8
73.551414,18.890965,-37.12,258.6
73.55144,18.890944,-37.07,261.5
73.55146,18.890923,-37.02,264.3
73.55148,18.890902,-36.97,267.2
73.551506,18.89088,-36.94,270.0
73.55152,18.890858,-36.91,272.2
73.551544,18.890833,-36.88,275.2
73.55156,18.890808,-36.83,277.4
73.551575,18.890781,-36.79,279.7
73.55158,18.890755,-36.72,281.3
73.5516,18.890728,-36.65,283.6
73.55161,18.8907,-36.57,286.0
73.55162,18.890673,-36.5,287.7
73.551636,18.890644,-36.42,290.1
73.55165,18.890615,-36.34,292.6
73.55166,18.890587,-36.28,294.4
73.551674,18.89056,-36.22,296.9
73.55168,18.890533,-36.19,298.6
73.55169,18.890507,-36.16,300.4
73.551704,18.890478,-36.15,303.0
73.55171,18.89045,-36.15,304.8
73.55173,18.89042,-36.14,307.5
73.551735,18.89039,-36.1,309.5
73.55175,18.890364,-36.05,312.1
73.55176,18.890335,-35.99,314.0
73.55177,18.890306,-35.92,316.8
73.55178,18.890278,-35.84,318.8
73.55178,18.89025,-35.77,320.1
73.55179,18.89022,-35.71,322.1
73.551796,18.890192,-35.63,324.2
73.5518,18.890162,-35.57,326.4
73.55181,18.890133,-35.52,328.5
73.55182,18.890104,-35.49,330.6
73.55183,18.890076,-35.46,332.7
73.551834,18.890047,-35.44,334.9
73.55184,18.890017,-35.43,337.2
73.55184,18.889988,-35.41,338.7
73.55185,18.889957,-35.4,341.0
73.55186,18.889929,-35.39,343.2
73.551865,18.8899,-35.37,345.5
73.55187,18.889874,-35.35,347.7
73.55188,18.889845,-35.33,349.9
73.55189,18.889818,-35.32,352.1
73.551895,18.88979,-35.32,354.5
73.5519,18.889761,-35.31,356.8
73.5519,18.889732,-35.3,358.4
73.55191,18.889704,-35.26,360.8
73.55191,18.889673,-35.19,362.6
73.55192,18.889645,-35.08,365.0
73.551926,18.889616,-34.95,367.4
73.551926,18.889587,-34.79,369.2
73.55193,18.88956,-34.59,371.5
73.55193,18.889532,-34.39,373.3
73.55193,18.889502,-34.19,375.2
73.55193,18.889473,-33.99,377.1
73.55193,18.889442,-33.81,379.0
73.55193,18.889414,-33.65,380.9
73.55193,18.889387,-33.51,382.6
73.55193,18.889359,-33.38,384.5
73.551926,18.88933,-33.24,385.8
73.551926,18.889301,-33.08,387.7
73.55192,18.889273,-32.89,389.1
73.55192,18.889244,-32.69,391.0
73.55191,18.889215,-32.45,392.4
73.55191,18.889187,-32.19,394.4
73.5519,18.88916,-31.92,395.7
73.551895,18.889132,-31.64,397.1
73.55189,18.889105,-31.37,398.4
73.55188,18.889074,-31.12,400.0
73.55187,18.889046,-30.9,401.5
73.551865,18.889017,-30.7,403.0
73.55186,18.888987,-30.53,404.6
73.55186,18.88896,-30.33,406.6
73.55185,18.888931,-30.12,408.2
73.55184,18.888905,-29.88,409.7
73.551834,18.888876,-29.59,411.3
73.55183,18.888845,-29.26,413.0
73.55182,18.888817,-28.86,414.7
73.55181,18.88879,-28.42,416.2
73.5518,18.888763,-27.94,417.7
73.551796,18.888735,-27.4,419.4
73.55179,18.888708,-26.78,421.0
73.55177,18.88868,-26.13,422.2
73.551765,18.88865,-25.45,423.9
73.55176,18.888624,-24.71,425.6
73.55175,18.888596,-23.94,427.4
73.55174,18.888567,-23.12,429.2
73.551735,18.88854,-22.31,430.8
73.55173,18.888512,-21.47,432.7
73.55172,18.888483,-20.64,434.5
73.55171,18.888453,-19.81,436.6
73.551704,18.888424,-19.07,438.5
73.5517,18.888395,-18.35,440.4
73.55169,18.888369,-17.69,442.2
73.55168,18.888342,-17.13,443.9
73.551674,18.888313,-16.62,445.9
73.55167,18.888285,-16.21,447.9
73.55166,18.888256,-15.85,449.9
73.55166,18.888227,-15.58,452.4
73.55166,18.888199,-15.37,454.9
73.55167,18.88817,-15.24,457.9
73.55167,18.88814,-15.18,460.6
73.551674,18.888113,-15.21,463.4
73.55169,18.888086,-15.33,466.7
73.551704,18.888062,-15.55,469.9
73.55172,18.888039,-15.91,472.9
73.55174,18.888018,-16.37,476.2
73.551765,18.887997,-16.93,479.5
73.55178,18.887978,-17.63,482.2
73.5518,18.887959,-18.41,485.3
73.55183,18.887938,-19.3,488.7
73.55184,18.887917,-20.24,491.5
73.551865,18.887897,-21.24,494.6
73.55189,18.887877,-22.21,498.0
73.55191,18.887857,-23.18,501.1
73.55193,18.88784,-24.09,504.1
73.551956,18.887821,-24.95,507.2
73.55198,18.887804,-25.76,510.2
73.55201,18.887785,-26.47,513.9
73.55203,18.887768,-27.16,516.9
73.552055,18.88775,-27.77,519.8
73.55208,18.887735,-28.32,522.7
73.55211,18.88772,-28.83,526.0
73.55213,18.887705,-29.31,528.8
73.55216,18.887691,-29.74,532.0
73.552185,18.88768,-30.11,534.5
73.552216,18.887669,-30.42,537.5
73.55224,18.887655,-30.7,540.1
73.55227,18.887642,-30.93,543.3
73.55229,18.88763,-31.1,545.8
73.552315,18.887619,-31.22,548.3
73.552345,18.887608,-31.3,551.4
73.55237,18.887596,-31.33,553.9
73.5524,18.887583,-31.33,557.1
73.55243,18.88757,-31.31,560.3
73.55246,18.887556,-31.3,563.5
73.55248,18.887543,-31.27,566.2
73.55251,18.887531,-31.26,569.2
73.55254,18.887518,-31.23,572.4
73.55257,18.887505,-31.21,575.1
73.5526,18.887491,-31.19,578.3
73.55263,18.88748,-31.16,581.4
73.55266,18.887468,-31.14,584.5
73.55268,18.887457,-31.13,587.0
73.55271,18.887445,-31.13,590.1
73.55274,18.887434,-31.12,593.2
73.55277,18.887424,-31.11,596.1
73.552795,18.887413,-31.11,598.6
73.552826,18.887402,-31.1,601.7
73.55286,18.887388,-31.1,605.0
73.55289,18.887377,-31.09,608.1
73.55291,18.887365,-31.08,610.6
73.55294,18.887356,-31.07,613.6
73.55297,18.887344,-31.05,616.7
73.55299,18.887333,-31.03,619.3
73.553024,18.88732,-31.01,622.5
73.55305,18.887306,-30.98,625.3
73.55308,18.887291,-30.95,628.7
73.5531,18.887276,-30.92,631.6
73.55313,18.88726,-30.89,635.0
73.553154,18.887247,-30.84,637.7
73.553185,18.887234,-30.8,641.0
73.55321,18.88722,-30.76,643.7
73.55324,18.887209,-30.71,646.9
73.55327,18.887196,-30.67,650.2
73.55329,18.887182,-30.63,652.9
73.55332,18.887169,-30.59,656.2
73.55335,18.887156,-30.56,659.5
73.553375,18.887142,-30.53,662.2
73.553406,18.88713,-30.51,665.4
73.55344,18.887117,-30.48,668.7
73.55347,18.887106,-30.46,671.8
73.5535,18.887094,-30.43,675.0
73.55352,18.887083,-30.39,677.6
73.55355,18.887072,-30.33,680.7
73.55357,18.887058,-30.24,683.5
73.553604,18.887045,-30.14,686.8
73.553635,18.887032,-30.02,690.1
73.55366,18.887018,-29.88,692.9
73.55369,18.887005,-29.74,696.2
73.55372,18.886992,-29.6,699.5
73.55374,18.886978,-29.46,702.3
73.55377,18.886965,-29.33,705.6
73.553795,18.88695,-29.22,708.5
73.553825,18.886934,-29.13,712.0
73.55385,18.886919,-29.07,714.9
73.55388,18.886904,-29.01,718.4
73.5539,18.88689,-28.98,721.1
73.55393,18.886875,-28.96,724.6
73.55396,18.88686,-28.94,728.1
73.55399,18.886845,-28.91,731.6
73.554016,18.886831,-28.89,734.3
73.55405,18.886816,-28.88,737.8
73.55407,18.8868,-28.86,740.7
73.55409,18.886786,-28.83,743.6
73.55412,18.886768,-28.8,747.3
73.554146,18.88675,-28.76,750.5
73.55418,18.886728,-28.69,754.4
73.5542,18.88671,-28.6,757.6
73.55422,18.88669,-28.49,760.8
73.554245,18.886671,-28.36,764.0
73.55427,18.88665,-28.21,767.4
73.55429,18.88663,-28.05,770.7
73.55431,18.886606,-27.9,774.2
73.55434,18.886585,-27.75,777.6
73.55436,18.886564,-27.6,780.9
73.55438,18.886543,-27.47,784.3
73.5544,18.886522,-27.38,787.1
73.55442,18.8865,-27.31,790.6
73.55445,18.88648,-27.26,794.3
73.554474,18.886461,-27.25,797.6
73.5545,18.886444,-27.25,800.6
73.55452,18.886425,-27.26,803.8
73.55454,18.886408,-27.25,806.9
73.55457,18.886389,-27.22,810.7
